department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
Procurement,region_26,Bachelor's,m,sourcing,1,42,2.0,3,0,67,0
Analytics,region_31,Bachelor's,m,other,1,29,0.0,1,0,81,0
Procurement,region_22,Master's & above,f,other,1,31,4.0,5,0,70,0
Operations,region_20,Master's & above,m,other,1,38,5.0,2,0,58,0
Sales & Marketing,region_2,Unidentified,m,sourcing,1,24,0.0,1,0,52,0
Procurement,region_4,Master's & above,m,sourcing,1,41,3.0,4,0,70,0
Sales & Marketing,region_2,Bachelor's,f,other,1,52,4.0,5,0,49,1
Procurement,region_7,Bachelor's,m,sourcing,1,34,3.0,9,0,76,0
Operations,region_16,Bachelor's,m,other,1,37,5.0,12,0,59,0
Sales & Marketing,region_2,Bachelor's,m,referred,1,32,3.0,8,0,55,0
Sales & Marketing,region_2,Master's & above,f,sourcing,2,39,3.0,9,0,52,0
Analytics,region_4,Master's & above,m,sourcing,2,34,5.0,3,0,83,1
Procurement,region_2,Master's & above,m,other,1,49,3.0,7,0,69,0
Finance,region_30,Bachelor's,m,sourcing,1,29,4.0,6,0,57,0
Analytics,region_6,Bachelor's,m,sourcing,1,27,3.0,3,0,85,0
Analytics,region_31,Bachelor's,m,sourcing,1,30,1.0,4,0,85,0
Sales & Marketing,region_17,Bachelor's,m,other,1,34,2.0,6,0,46,0
Analytics,region_4,Master's & above,m,sourcing,2,38,4.0,4,0,81,0
HR,region_2,Master's & above,f,referred,1,53,3.0,13,0,49,0
Operations,region_22,Bachelor's,m,sourcing,1,33,5.0,7,0,55,1
Procurement,region_22,Master's & above,m,sourcing,1,36,3.0,10,0,71,0
Operations,region_2,Bachelor's,m,other,1,41,3.0,6,0,58,0
Technology,region_7,Below Secondary,f,sourcing,1,25,4.0,2,0,78,0
Sales & Marketing,region_13,Bachelor's,m,other,1,49,5.0,20,0,46,0
Operations,region_6,Bachelor's,f,other,1,29,3.0,3,0,60,0
Finance,region_10,Master's & above,m,other,1,33,4.0,6,0,63,0
Analytics,region_2,Bachelor's,m,sourcing,2,35,2.0,6,0,83,0
Sales & Marketing,region_33,Bachelor's,m,sourcing,1,32,4.0,7,0,52,0
Technology,region_26,Bachelor's,m,other,1,29,5.0,4,0,77,0
Finance,region_2,Below Secondary,f,sourcing,1,24,4.0,2,0,59,0
Technology,region_2,Below Secondary,f,sourcing,1,23,0.0,1,0,79,1
Sales & Marketing,region_2,Master's & above,m,sourcing,1,39,2.0,8,0,50,0
Sales & Marketing,region_5,Bachelor's,m,sourcing,2,30,3.0,3,0,52,0
Analytics,region_21,Unidentified,m,other,1,27,3.0,3,0,83,0
Sales & Marketing,region_7,Master's & above,m,other,1,32,1.0,7,0,52,0
Procurement,region_19,Bachelor's,m,sourcing,1,31,4.0,6,0,72,0
Technology,region_23,Master's & above,m,sourcing,1,37,3.0,10,0,80,0
Procurement,region_7,Bachelor's,m,other,1,42,2.0,3,0,75,0
Operations,region_27,Bachelor's,m,other,2,30,3.0,5,0,60,0
Sales & Marketing,region_5,Bachelor's,f,sourcing,1,26,0.0,1,0,48,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,3,34,4.0,9,0,50,0
Operations,region_2,Master's & above,m,other,2,34,4.0,2,0,61,0
Sales & Marketing,region_15,Bachelor's,m,other,1,39,4.0,3,0,46,0
Technology,region_5,Bachelor's,m,sourcing,1,24,0.0,1,0,80,0
Procurement,region_16,Bachelor's,f,sourcing,1,33,5.0,4,0,66,0
Sales & Marketing,region_28,Bachelor's,m,sourcing,1,30,0.0,1,0,52,0
Analytics,region_23,Master's & above,m,other,2,42,3.0,5,0,84,0
Analytics,region_34,Bachelor's,m,sourcing,1,28,0.0,1,0,83,0
Operations,region_8,Master's & above,f,sourcing,1,32,3.0,8,0,58,0
Operations,region_22,Bachelor's,m,sourcing,1,43,5.0,6,0,60,0
Analytics,region_9,Bachelor's,m,other,1,26,0.0,1,0,86,0
Technology,region_27,Unidentified,m,sourcing,1,27,0.0,1,0,78,0
Sales & Marketing,region_28,Master's & above,m,other,1,36,2.0,4,0,49,0
Finance,region_2,Bachelor's,f,other,2,29,2.0,9,0,61,0
Procurement,region_22,Bachelor's,f,sourcing,1,26,0.0,1,0,70,0
Technology,region_2,Below Secondary,m,sourcing,1,25,3.0,2,0,77,0
Procurement,region_15,Bachelor's,m,other,1,45,4.0,7,1,70,0
Analytics,region_15,Bachelor's,m,sourcing,2,35,3.0,3,0,85,0
Technology,region_5,Bachelor's,f,sourcing,1,29,1.0,3,0,81,0
Sales & Marketing,region_27,Bachelor's,m,other,1,30,4.0,3,0,51,0
Sales & Marketing,region_11,Bachelor's,m,sourcing,1,38,3.0,10,0,52,0
HR,region_31,Master's & above,f,other,1,39,3.0,7,0,46,0
Operations,region_27,Bachelor's,f,other,1,47,3.0,17,0,61,0
Procurement,region_17,Bachelor's,f,sourcing,1,36,5.0,3,0,71,1
Sales & Marketing,region_7,Unidentified,f,other,1,26,3.0,2,0,50,0
Technology,region_7,Bachelor's,f,sourcing,3,29,5.0,2,0,81,0
Technology,region_2,Bachelor's,m,other,1,49,3.0,23,0,77,0
Technology,region_19,Bachelor's,m,other,1,38,3.0,11,0,81,0
Operations,region_3,Master's & above,f,sourcing,1,33,5.0,10,0,75,1
Operations,region_26,Bachelor's,f,sourcing,1,27,0.0,1,0,61,0
Analytics,region_22,Bachelor's,f,other,2,26,5.0,2,0,87,0
Finance,region_7,Bachelor's,m,sourcing,1,27,3.0,3,0,58,0
Operations,region_22,Bachelor's,m,sourcing,3,22,3.0,1,0,60,0
Technology,region_22,Master's & above,m,sourcing,1,42,3.0,6,0,79,0
Operations,region_2,Master's & above,m,referred,1,39,5.0,4,0,59,0
Operations,region_15,Bachelor's,m,other,1,50,5.0,9,0,61,0
Technology,region_7,Bachelor's,f,other,3,31,3.0,5,0,82,0
Sales & Marketing,region_1,Unidentified,m,other,1,27,5.0,4,0,51,0
Sales & Marketing,region_6,Bachelor's,m,other,1,32,5.0,5,0,51,0
Technology,region_24,Bachelor's,f,other,1,37,3.0,10,0,83,0
Sales & Marketing,region_13,Master's & above,m,sourcing,1,31,1.0,3,1,46,0
Sales & Marketing,region_2,Unidentified,m,sourcing,1,25,0.0,1,0,50,0
Finance,region_2,Bachelor's,m,other,1,36,4.0,5,0,58,0
Sales & Marketing,region_13,Bachelor's,m,other,1,22,3.0,2,0,53,0
Sales & Marketing,region_7,Bachelor's,m,sourcing,2,33,5.0,5,0,52,0
Operations,region_23,Master's & above,m,other,1,45,3.0,4,0,59,1
R&D,region_7,Master's & above,m,sourcing,1,35,3.0,4,0,83,0
Sales & Marketing,region_18,Bachelor's,m,other,1,40,2.0,4,0,51,0
Sales & Marketing,region_28,Unidentified,m,other,1,28,3.0,4,0,49,0
Analytics,region_16,Bachelor's,m,other,1,30,3.0,4,0,81,0
Technology,region_2,Bachelor's,m,other,2,44,3.0,3,0,79,0
Sales & Marketing,region_2,Unidentified,m,other,1,35,5.0,9,0,51,0
Finance,region_22,Bachelor's,m,other,2,33,3.0,4,0,60,0
Operations,region_15,Bachelor's,f,other,1,35,4.0,9,0,57,0
Technology,region_26,Bachelor's,m,sourcing,1,48,1.0,18,0,80,0
Sales & Marketing,region_20,Master's & above,m,other,1,34,2.0,4,0,52,0
Procurement,region_29,Master's & above,m,other,2,34,1.0,8,0,70,0
Sales & Marketing,region_18,Bachelor's,m,sourcing,1,35,2.0,8,0,50,0
Technology,region_13,Master's & above,m,other,1,48,1.0,17,0,80,0
Finance,region_7,Master's & above,m,sourcing,1,36,4.0,2,0,61,0
Operations,region_32,Bachelor's,f,sourcing,1,29,3.0,3,0,59,0
Finance,region_2,Bachelor's,m,sourcing,2,35,1.0,7,0,62,0
Sales & Marketing,region_2,Unidentified,m,sourcing,1,32,1.0,5,0,49,0
Sales & Marketing,region_6,Bachelor's,f,other,1,30,0.0,1,0,56,0
Sales & Marketing,region_27,Bachelor's,f,sourcing,1,27,0.0,1,0,46,0
Procurement,region_26,Bachelor's,m,sourcing,1,30,4.0,4,0,73,0
Operations,region_2,Master's & above,m,sourcing,2,34,3.0,8,0,61,0
Legal,region_11,Bachelor's,m,other,1,33,3.0,1,0,59,0
Analytics,region_2,Bachelor's,m,other,3,29,0.0,1,0,87,0
Procurement,region_2,Bachelor's,m,sourcing,1,45,3.0,12,0,73,0
Sales & Marketing,region_22,Master's & above,m,other,1,30,5.0,2,0,50,0
Sales & Marketing,region_7,Unidentified,m,sourcing,1,29,1.0,6,0,47,0
Sales & Marketing,region_31,Bachelor's,m,other,1,26,1.0,2,0,51,0
Sales & Marketing,region_2,Bachelor's,m,other,1,28,5.0,2,0,67,1
Sales & Marketing,region_32,Bachelor's,m,sourcing,1,26,5.0,3,0,48,0
Sales & Marketing,region_16,Unidentified,m,other,1,24,0.0,1,0,54,0
Finance,region_27,Bachelor's,m,sourcing,2,28,3.0,4,0,62,0
Sales & Marketing,region_4,Bachelor's,m,other,1,30,0.0,1,0,46,0
Analytics,region_22,Master's & above,m,sourcing,1,35,1.0,3,0,86,0
Finance,region_2,Bachelor's,m,other,1,35,4.0,9,0,57,0
Sales & Marketing,region_23,Bachelor's,m,sourcing,1,35,3.0,5,0,47,0
Sales & Marketing,region_2,Master's & above,f,sourcing,1,45,3.0,11,0,43,0
Operations,region_11,Bachelor's,m,other,1,31,4.0,4,0,60,0
Procurement,region_15,Bachelor's,f,other,1,42,5.0,7,0,74,0
Sales & Marketing,region_16,Bachelor's,m,sourcing,1,45,3.0,7,0,48,0
Sales & Marketing,region_5,Bachelor's,f,other,4,33,3.0,8,0,48,0
Analytics,region_2,Bachelor's,m,sourcing,2,30,4.0,10,0,86,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,2,36,3.0,5,0,50,0
Operations,region_19,Master's & above,m,other,1,35,5.0,10,0,61,0
Procurement,region_15,Bachelor's,m,other,1,27,4.0,3,0,68,0
Legal,region_31,Bachelor's,m,sourcing,1,33,5.0,3,0,63,0
Procurement,region_7,Bachelor's,m,other,1,30,4.0,3,0,64,0
Analytics,region_27,Bachelor's,m,other,3,31,5.0,6,0,85,0
Sales & Marketing,region_2,Unidentified,f,other,1,23,2.0,2,0,50,0
Operations,region_15,Bachelor's,m,sourcing,1,40,5.0,2,0,61,0
Sales & Marketing,region_2,Master's & above,m,other,1,45,4.0,4,0,52,0
Finance,region_2,Master's & above,f,other,1,44,3.0,12,0,60,0
Analytics,region_2,Unidentified,m,other,2,24,2.0,3,0,88,0
Technology,region_31,Bachelor's,f,sourcing,1,25,3.0,2,0,79,0
Operations,region_13,Bachelor's,f,other,1,42,3.0,13,0,64,0
Sales & Marketing,region_29,Bachelor's,m,sourcing,1,26,3.0,3,0,48,0
Sales & Marketing,region_28,Bachelor's,m,other,1,23,0.0,1,0,48,0
Operations,region_22,Bachelor's,m,other,1,26,0.0,1,0,63,0
Analytics,region_28,Bachelor's,m,other,1,29,4.0,9,0,86,0
Procurement,region_13,Bachelor's,m,other,2,32,2.0,8,0,71,0
Sales & Marketing,region_26,Bachelor's,m,other,1,38,5.0,4,0,49,0
Sales & Marketing,region_20,Master's & above,m,sourcing,1,31,5.0,5,0,47,0
Sales & Marketing,region_20,Bachelor's,m,sourcing,1,39,1.0,11,0,48,0
Analytics,region_21,Bachelor's,m,sourcing,1,28,3.0,5,0,82,0
Procurement,region_7,Master's & above,f,sourcing,1,51,4.0,8,0,70,1
Procurement,region_22,Bachelor's,f,other,1,28,3.0,5,0,66,0
Sales & Marketing,region_6,Bachelor's,m,other,2,30,5.0,8,0,47,1
Sales & Marketing,region_16,Unidentified,m,sourcing,1,40,3.0,5,0,48,0
Technology,region_7,Bachelor's,m,other,1,33,3.0,9,0,82,0
Procurement,region_7,Master's & above,f,other,1,54,3.0,8,0,68,0
Technology,region_7,Master's & above,f,other,3,40,3.0,6,0,77,0
Procurement,region_15,Master's & above,m,sourcing,1,36,5.0,4,0,74,0
R&D,region_22,Bachelor's,m,other,1,31,5.0,3,0,82,1
Sales & Marketing,region_4,Master's & above,m,other,1,34,3.0,6,0,52,0
Technology,region_13,Bachelor's,f,other,1,31,4.0,1,0,81,0
Analytics,region_31,Bachelor's,m,other,1,33,1.0,6,0,92,0
Sales & Marketing,region_15,Bachelor's,m,other,2,41,1.0,3,0,46,0
Sales & Marketing,region_7,Unidentified,m,sourcing,1,29,5.0,4,0,46,0
Sales & Marketing,region_7,Bachelor's,m,other,1,52,5.0,23,0,51,1
Sales & Marketing,region_7,Master's & above,m,other,1,36,5.0,2,1,91,1
Sales & Marketing,region_2,Bachelor's,m,other,1,39,5.0,8,0,50,0
Finance,region_2,Bachelor's,f,other,1,35,5.0,8,0,57,0
Procurement,region_21,Bachelor's,f,other,1,38,3.0,7,0,69,0
Sales & Marketing,region_13,Master's & above,m,referred,1,31,5.0,9,0,50,0
Operations,region_26,Bachelor's,f,sourcing,1,33,4.0,2,0,64,0
Technology,region_2,Below Secondary,m,other,1,24,4.0,2,0,83,0
Sales & Marketing,region_1,Master's & above,f,other,1,35,3.0,2,0,49,0
R&D,region_7,Bachelor's,m,other,2,30,4.0,2,0,90,0
Operations,region_2,Bachelor's,f,other,2,28,3.0,6,0,62,0
Technology,region_11,Bachelor's,f,other,1,25,0.0,1,0,97,1
Operations,region_12,Bachelor's,f,sourcing,1,27,5.0,2,0,54,1
Sales & Marketing,region_7,Master's & above,m,other,1,52,4.0,19,0,52,0
Technology,region_1,Below Secondary,f,sourcing,1,24,3.0,2,0,83,0
Procurement,region_27,Bachelor's,f,other,1,30,3.0,2,0,66,0
Procurement,region_7,Bachelor's,f,sourcing,1,28,3.0,5,0,78,0
Sales & Marketing,region_7,Bachelor's,m,sourcing,1,35,5.0,4,0,50,0
Procurement,region_2,Bachelor's,m,sourcing,1,31,5.0,5,0,67,0
Operations,region_22,Master's & above,m,sourcing,1,50,4.0,9,0,65,0
Analytics,region_22,Master's & above,f,other,1,32,3.0,6,0,84,0
Operations,region_4,Master's & above,m,sourcing,2,35,3.0,8,0,61,0
Sales & Marketing,region_5,Master's & above,m,other,1,37,3.0,9,0,44,0
Sales & Marketing,region_27,Bachelor's,m,other,3,26,0.0,1,0,45,0
Operations,region_20,Bachelor's,m,sourcing,1,38,3.0,3,0,63,0
Sales & Marketing,region_27,Bachelor's,m,sourcing,1,33,3.0,3,0,48,0
Operations,region_19,Bachelor's,m,other,2,43,3.0,10,0,57,0
Operations,region_16,Bachelor's,m,other,1,31,4.0,7,0,59,0
R&D,region_2,Bachelor's,m,sourcing,2,36,5.0,2,0,85,1
Operations,region_7,Bachelor's,f,other,1,35,2.0,7,0,56,0
Analytics,region_25,Bachelor's,m,other,2,28,5.0,5,0,85,0
Legal,region_4,Master's & above,m,sourcing,1,41,3.0,7,0,58,0
Procurement,region_2,Bachelor's,m,other,3,35,3.0,6,0,69,0
Analytics,region_22,Bachelor's,f,sourcing,1,27,3.0,2,0,82,0
Sales & Marketing,region_7,Bachelor's,m,sourcing,1,34,4.0,10,0,52,0
Sales & Marketing,region_2,Master's & above,m,sourcing,1,53,3.0,24,0,48,0
Analytics,region_22,Bachelor's,f,other,2,27,5.0,7,1,84,1
Operations,region_7,Bachelor's,m,other,2,44,3.0,7,0,59,0
Operations,region_7,Bachelor's,m,other,1,43,5.0,7,0,60,0
Finance,region_2,Bachelor's,f,other,1,37,5.0,2,0,61,0
Technology,region_20,Master's & above,m,sourcing,1,36,1.0,8,0,76,0
Sales & Marketing,region_19,Bachelor's,m,sourcing,4,34,3.0,2,0,48,0
Operations,region_27,Bachelor's,m,other,1,39,3.0,10,0,64,0
Finance,region_2,Bachelor's,f,sourcing,3,33,5.0,9,1,63,0
Technology,region_2,Bachelor's,m,other,3,30,2.0,5,0,74,0
Sales & Marketing,region_2,Master's & above,m,other,2,50,3.0,7,0,47,0
Analytics,region_23,Bachelor's,m,sourcing,1,33,5.0,2,0,82,0
Sales & Marketing,region_28,Unidentified,m,other,1,30,3.0,5,0,49,0
Sales & Marketing,region_11,Bachelor's,m,sourcing,2,27,3.0,4,0,50,0
Sales & Marketing,region_16,Bachelor's,m,other,1,28,1.0,5,0,51,0
Operations,region_24,Bachelor's,f,sourcing,1,31,3.0,2,0,55,0
Sales & Marketing,region_9,Bachelor's,m,sourcing,1,30,1.0,3,0,46,0
Operations,region_1,Master's & above,f,sourcing,1,35,3.0,2,0,61,0
Operations,region_2,Master's & above,f,sourcing,2,36,4.0,8,0,62,0
Finance,region_2,Bachelor's,m,other,1,22,3.0,2,0,61,0
Sales & Marketing,region_26,Bachelor's,m,other,2,39,3.0,2,0,50,0
Procurement,region_2,Master's & above,m,other,6,35,3.0,3,0,65,0
Sales & Marketing,region_23,Master's & above,m,other,2,36,3.0,7,0,50,0
Operations,region_7,Bachelor's,m,other,1,46,3.0,9,0,56,0
Sales & Marketing,region_10,Master's & above,m,sourcing,1,43,3.0,8,0,49,0
R&D,region_22,Master's & above,m,sourcing,2,32,5.0,4,0,83,1
Procurement,region_27,Bachelor's,m,sourcing,1,30,3.0,3,0,72,0
Technology,region_11,Bachelor's,m,other,1,33,1.0,5,0,83,0
Analytics,region_22,Unidentified,m,other,1,27,3.0,4,0,85,1
Technology,region_7,Bachelor's,m,other,2,31,3.0,2,0,82,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,5.0,2,0,54,0
Procurement,region_15,Bachelor's,f,other,1,29,3.0,1,0,65,0
Sales & Marketing,region_4,Master's & above,m,sourcing,1,31,3.0,7,0,48,0
Analytics,region_26,Bachelor's,m,other,1,30,3.0,2,0,87,0
Technology,region_22,Bachelor's,m,sourcing,1,28,1.0,6,0,78,0
Operations,region_22,Master's & above,f,other,1,49,3.0,2,0,58,0
Technology,region_2,Bachelor's,f,sourcing,1,27,0.0,1,0,75,0
Technology,region_4,Master's & above,m,sourcing,1,36,1.0,3,0,81,0
Sales & Marketing,region_20,Bachelor's,m,other,1,35,5.0,7,0,49,0
Sales & Marketing,region_14,Bachelor's,m,other,2,36,3.0,5,0,52,0
Procurement,region_8,Master's & above,f,sourcing,1,34,4.0,9,0,65,0
Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,5.0,6,0,53,0
Operations,region_26,Bachelor's,m,other,1,45,3.0,12,0,56,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,5.0,3,0,53,0
Sales & Marketing,region_5,Bachelor's,m,other,1,48,4.0,19,0,99,1
Analytics,region_2,Bachelor's,m,other,1,39,3.0,11,0,82,0
Operations,region_16,Bachelor's,f,other,1,35,3.0,5,0,57,1
Technology,region_13,Bachelor's,m,sourcing,1,32,3.0,6,0,82,0
Operations,region_32,Bachelor's,f,sourcing,1,30,3.0,7,0,59,0
Operations,region_15,Bachelor's,m,other,1,40,4.0,4,0,56,0
Sales & Marketing,region_3,Bachelor's,m,sourcing,1,33,4.0,6,0,61,1
Analytics,region_15,Master's & above,m,sourcing,1,37,1.0,6,0,84,0
Technology,region_2,Master's & above,m,other,1,37,4.0,10,0,83,0
Finance,region_7,Bachelor's,m,sourcing,1,30,5.0,4,0,55,0
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,5.0,11,0,51,0
Sales & Marketing,region_9,Bachelor's,m,sourcing,1,26,3.0,2,0,44,0
Operations,region_15,Bachelor's,f,other,1,41,5.0,4,0,58,0
Analytics,region_29,Bachelor's,m,other,1,27,5.0,4,0,85,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,4,50,5.0,20,0,51,0
Operations,region_2,Bachelor's,f,other,1,40,5.0,6,0,62,0
Technology,region_2,Master's & above,m,sourcing,2,42,3.0,3,0,75,0
Analytics,region_2,Bachelor's,m,sourcing,1,40,5.0,8,0,83,0
Analytics,region_28,Master's & above,m,other,1,34,4.0,8,0,83,0
Procurement,region_31,Master's & above,m,sourcing,2,35,4.0,5,0,71,0
Procurement,region_11,Bachelor's,f,sourcing,1,34,3.0,6,0,71,0
Procurement,region_20,Bachelor's,m,other,1,35,1.0,5,0,68,0
HR,region_2,Bachelor's,f,sourcing,1,50,4.0,12,0,47,0
Sales & Marketing,region_2,Master's & above,f,sourcing,1,44,3.0,11,0,51,0
Procurement,region_13,Bachelor's,f,sourcing,1,43,5.0,13,0,67,0
Procurement,region_5,Master's & above,f,sourcing,1,36,3.0,10,0,68,0
Operations,region_31,Bachelor's,f,other,1,33,3.0,7,0,62,0
Operations,region_28,Bachelor's,f,sourcing,1,33,3.0,4,0,59,0
Operations,region_16,Bachelor's,m,sourcing,1,38,3.0,7,0,87,1
Procurement,region_13,Master's & above,f,other,1,45,3.0,16,0,71,0
Operations,region_2,Bachelor's,f,sourcing,2,34,3.0,7,0,60,0
Technology,region_27,Below Secondary,m,other,1,26,0.0,1,0,79,1
Operations,region_2,Bachelor's,f,other,1,39,5.0,5,0,60,0
Sales & Marketing,region_11,Master's & above,m,sourcing,1,30,1.0,6,0,51,0
HR,region_22,Master's & above,f,sourcing,1,38,5.0,3,0,49,0
HR,region_7,Bachelor's,m,other,1,31,3.0,2,0,52,0
Procurement,region_22,Bachelor's,m,other,3,29,4.0,3,0,68,0
Sales & Marketing,region_31,Unidentified,m,other,1,28,5.0,5,1,59,1
Analytics,region_32,Bachelor's,m,sourcing,1,33,2.0,4,0,83,0
Operations,region_7,Bachelor's,f,other,1,24,5.0,2,0,55,0
Procurement,region_2,Bachelor's,m,other,3,31,4.0,2,0,65,0
Sales & Marketing,region_28,Bachelor's,m,other,1,23,0.0,1,0,51,0
Analytics,region_28,Bachelor's,f,other,1,30,4.0,2,0,82,0
Sales & Marketing,region_21,Bachelor's,m,other,1,26,3.0,3,0,52,0
Procurement,region_22,Master's & above,f,other,1,33,4.0,9,0,68,0
Analytics,region_2,Master's & above,m,sourcing,1,46,5.0,6,0,88,0
Procurement,region_27,Bachelor's,m,sourcing,4,25,3.0,2,0,73,0
Technology,region_2,Bachelor's,f,sourcing,1,36,1.0,2,0,76,0
Analytics,region_11,Bachelor's,m,other,1,29,4.0,3,0,83,0
Sales & Marketing,region_1,Master's & above,m,sourcing,1,35,5.0,4,0,43,1
Sales & Marketing,region_34,Bachelor's,m,other,1,27,4.0,1,0,45,0
Sales & Marketing,region_2,Unidentified,f,sourcing,1,20,1.0,2,0,55,0
Operations,region_17,Bachelor's,f,other,1,35,5.0,10,0,62,0
Technology,region_11,Master's & above,f,other,1,32,3.0,3,0,72,0
Sales & Marketing,region_28,Bachelor's,m,other,2,27,0.0,1,0,50,0
Technology,region_31,Bachelor's,m,other,1,36,5.0,2,0,82,1
R&D,region_2,Master's & above,m,sourcing,1,35,1.0,8,0,83,0
Finance,region_32,Bachelor's,m,other,2,40,3.0,10,0,62,0
Sales & Marketing,region_5,Bachelor's,m,other,1,39,4.0,5,0,52,0
HR,region_29,Bachelor's,f,sourcing,1,28,4.0,6,0,50,0
R&D,region_22,Master's & above,m,other,1,30,4.0,5,0,82,0
Technology,region_11,Bachelor's,f,sourcing,1,30,4.0,6,0,81,0
Finance,region_22,Bachelor's,m,other,1,33,3.0,3,0,61,0
Sales & Marketing,region_7,Master's & above,f,other,1,37,3.0,4,0,46,0
HR,region_20,Bachelor's,m,other,1,29,4.0,3,0,45,0
Operations,region_2,Bachelor's,m,other,1,27,2.0,2,0,54,0
Operations,region_15,Bachelor's,f,sourcing,1,39,5.0,10,0,60,0
Procurement,region_15,Bachelor's,m,other,3,30,3.0,7,1,68,1
Legal,region_22,Bachelor's,m,sourcing,1,35,2.0,4,1,59,0
Procurement,region_2,Bachelor's,f,sourcing,1,27,3.0,4,0,71,0
Technology,region_33,Bachelor's,m,sourcing,1,29,3.0,4,0,80,0
Operations,region_15,Master's & above,m,other,3,35,5.0,7,0,59,0
Analytics,region_31,Bachelor's,m,other,1,30,1.0,3,0,87,0
Technology,region_2,Bachelor's,m,other,1,30,4.0,2,0,80,0
Sales & Marketing,region_19,Bachelor's,m,sourcing,2,28,3.0,7,0,51,0
Sales & Marketing,region_2,Unidentified,f,sourcing,3,25,0.0,1,0,50,0
Analytics,region_11,Bachelor's,m,sourcing,2,45,5.0,7,0,83,0
Operations,region_2,Bachelor's,f,referred,1,31,5.0,3,0,64,0
Procurement,region_2,Bachelor's,f,other,1,30,4.0,5,0,79,1
Technology,region_2,Bachelor's,f,referred,1,34,4.0,6,0,79,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,5.0,3,0,48,0
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,3.0,3,0,45,0
Operations,region_15,Bachelor's,m,sourcing,2,40,4.0,11,0,58,0
Operations,region_22,Bachelor's,m,other,1,44,3.0,17,0,59,0
Operations,region_19,Master's & above,m,sourcing,1,48,4.0,5,0,59,0
Sales & Marketing,region_2,Master's & above,m,other,2,52,5.0,9,0,52,0
Sales & Marketing,region_17,Bachelor's,m,other,1,32,2.0,9,0,51,1
Procurement,region_5,Bachelor's,f,sourcing,1,30,3.0,7,0,68,0
Sales & Marketing,region_7,Bachelor's,m,sourcing,2,34,1.0,3,0,55,0
Analytics,region_4,Bachelor's,m,other,1,32,4.0,7,0,82,0
Analytics,region_4,Bachelor's,m,other,1,42,3.0,8,0,82,0
Analytics,region_4,Master's & above,m,sourcing,1,38,4.0,5,0,86,0
Operations,region_16,Master's & above,f,sourcing,1,36,3.0,7,0,63,0
Sales & Marketing,region_22,Master's & above,m,sourcing,1,34,4.0,4,0,47,0
Procurement,region_10,Bachelor's,m,other,3,30,3.0,5,0,70,0
Procurement,region_19,Bachelor's,m,other,1,36,5.0,3,0,70,1
Operations,region_13,Master's & above,f,sourcing,1,32,3.0,4,0,67,0
Technology,region_13,Master's & above,f,sourcing,1,48,3.0,21,0,77,0
